epoch,acc,loss,val_acc,val_loss
0,0.32150196802448366,1.73941910266461,0.4186402997326373,1.5337938107664322
1,0.42916855341945764,1.4840223094114768,0.3838116556289768,1.6730698021748964
2,0.4760179734588388,1.3692452073109687,0.4906659352996117,1.3421054508990649
3,0.4981713051697798,1.2993188280102401,0.5228476020748584,1.2591220551993263
4,0.5199763140488977,1.2512883530701502,0.5231262314104542,1.2434006555259693
5,0.530321501969062,1.221283037372092,0.50919477409699,1.2934787968932902
6,0.5389947403263716,1.1938094608071763,0.5122596945257597,1.3194747463368994
7,0.548956773141496,1.1677719942142923,0.5406798680003355,1.1961705751860332
8,0.5561322233466719,1.1531157642140974,0.5575369310332527,1.1477748196220192
9,0.5651189522454596,1.1334390387340267,0.5509891462449776,1.1681644658265622
10,0.5695774844146297,1.1253738137259661,0.46921149082429964,1.433962081636591
11,0.5748371590790344,1.1094593222460414,0.5670103219354109,1.1233893300404818
12,0.5807238148315859,1.0930916428993669,0.5699359282257498,1.1287796905331209
13,0.5837193911358531,1.0866293899898947,0.5674282655962731,1.1328826304727542
14,0.590233027970842,1.0739010208813788,0.5880468225941647,1.0803735423184397
15,0.5955971994886345,1.0634472819762177,0.5752298819899193,1.1066999324724829
16,0.5971994844832562,1.0583948478242307,0.5631095138735245,1.162083598864248
17,0.5997074088265004,1.048547739446373,0.5607411662439976,1.1443779784973267
18,0.6035737921926784,1.0400725759355878,0.5932014621368654,1.076805020577419
19,0.6032603016517193,1.0399539835994747,0.5982167867522746,1.0778192037202192
20,0.6053154063196141,1.0316699867467114,0.6003065050462056,1.0426175870005467
21,0.6058030582785611,1.02484127381382,0.5749512526750831,1.1146414348444058
22,0.6078233306649345,1.0199872863558859,0.6019782799595277,1.051962072992431
23,0.6122121982695047,1.0118451341075738,0.5880468223865698,1.087537954762001
24,0.6179246926092588,1.0029920650469422,0.584285329210456,1.0841377532448517
25,0.6130830053314154,1.008143333204654,0.603650054987027,1.0367442236922102
26,0.6203281201037865,1.0002091447032022,0.5947339223201111,1.053287843667338
27,0.623358528688537,0.9948823325640397,0.5908331138222753,1.0954761191150062
28,0.6224180570557979,0.9910749487254208,0.5977988426347036,1.0764858081208177
29,0.6248214845539588,0.9858101192028604,0.6103371544742392,1.042070492783675
30,0.6250304782482776,0.9821340323964433,0.6051825151598929,1.0302604080911433
31,0.626284440423533,0.9797770889032356,0.6228754654003571,0.9965870734651912
32,0.629941830092278,0.9739530597357936,0.6171635681517811,1.018895548043576
33,0.6285485387867847,0.9700250222169807,0.6068542899797972,1.0416331173129136
34,0.6319969347612109,0.9673259950090242,0.5961270681261917,1.07059006981643
35,0.6315092828074544,0.9681381159136174,0.6175815123316304,1.0028453400422392
36,0.6356891567145916,0.9628802157730604,0.6107550982181393,1.0529972506242273
37,0.6347835173680452,0.9586277146869088,0.6093619525366156,1.0651421321314125
38,0.6392072172499844,0.9549802696365619,0.5987740448006815,1.0696918517057923
39,0.6378835905127244,0.9528376228458318,0.5927835183929653,1.0937523603201635
40,0.6395207077940578,0.9513254761322152,0.6012817073782595,1.048478048769137
41,0.6411578250764293,0.9480620782873367,0.606297031412403,1.0551279336891344
42,0.6410533282266747,0.9457442489943122,0.6149345351589128,1.0202307642314776
43,0.6404611794231636,0.9421702426193841,0.6188353435010523,1.0017705137534423
44,0.6592357797227213,0.8968219166057951,0.6368069229940745,0.9726677568762764
45,0.6675258629718765,0.8827399598372477,0.6416829326925719,0.9640979945870346
46,0.671148420357024,0.8743053350255442,0.6448871681731901,0.9642985047604894
47,0.6698247936192449,0.8734147518944843,0.6419615621215854,0.9630263427858375
48,0.672158556552287,0.8695855124118231,0.6405684162843656,0.9631897601239044
49,0.6724023825302032,0.8688575222498114,0.6421008767686238,0.9621581282460422
50,0.6774878957828486,0.8630696213055631,0.6412649894053805,0.9637924815066455
51,0.6746664808986453,0.863268228605576,0.6414043040420392,0.9673459386615475
52,0.677348566655725,0.8593284477115097,0.6405684162739859,0.9633496015361962
53,0.6763384304573479,0.855003362770734,0.6401504728310983,0.9654292214197862
54,0.6787766902385873,0.8582298507232511,0.6415436184607233,0.9615985242650951
55,0.6779407154592361,0.8559958641328277,0.6401504729037565,0.9665732365233918
56,0.6776968894792436,0.8586059780079991,0.6400111579453258,0.9692661971347881
57,0.6790553484980251,0.8525491990391673,0.6412649892912033,0.9684303918343238
58,0.679194677628263,0.8527226835139439,0.6358317207658182,0.9739158639435724
59,0.6804486398014422,0.8471686440063264,0.6358317209422738,0.9800402425163638
60,0.6793688390441747,0.8515560152994984,0.6362496647588322,0.964820096551579
61,0.6822599184966112,0.8476142206263104,0.6398718437238569,0.9664637349765487
62,0.6822947507755374,0.8452085667574325,0.6355530918765513,0.9775690571429645
63,0.6830262287129196,0.8454769015739885,0.6419615621319652,0.9615097339819068
64,0.6821205893642971,0.8456189312354048,0.6426581351595624,0.9691933013154176
65,0.6833397192538787,0.8459734189156982,0.6393145852602601,0.9585682189457407
66,0.6817722665387023,0.8414094521046067,0.6405684165334794,0.9679018677274317
67,0.6837577066425163,0.8418305863959233,0.6411256747791015,0.9636369633920933
68,0.6854296562064092,0.8394382267545735,0.6375034959074946,0.9610039648732523
69,0.6818419311017451,0.8411693532844999,0.640707731014442,0.9650062272248867
70,0.6822250862098993,0.8416369117524184,0.6409863602047213,0.9669336550320219
71,0.6847678428388173,0.8397493395292462,0.6394538998553998,0.9630372676641313
72,0.6853948239228117,0.8335050246077664,0.6444692246265051,0.9567903092519741
73,0.6848723396854576,0.8376882210508311,0.6388966417447144,0.9621128847495066
74,0.6836183775122784,0.8386354564005165,0.6457230557128891,0.954292989282239
75,0.6848723396864956,0.8372400820913424,0.6446085391178474,0.9603678649343295
76,0.6859173081622418,0.8360978709089706,0.6419615620904462,0.961395715128482
77,0.6846981782757745,0.8339128464199814,0.6423795060419412,0.9639562328856498
78,0.686788115229343,0.8344635845762862,0.6411256749140383,0.9617355233875738
79,0.6885993939203596,0.83304606954474,0.6394538999903365,0.9614424880056345
80,0.68657912153191,0.8304232825716859,0.6383393833226366,0.9678876774204445
81,0.6876240900086943,0.8317967481762477,0.6421008767167251,0.9613803359657821
82,0.6865094569657529,0.8318489864953879,0.6415436186060397,0.9630327481835121
83,0.6847678428372601,0.8325558621921012,0.6433547078965267,0.956896425229252
84,0.6889477167480306,0.8306859253470918,0.6451657973219506,0.9525660092198448
85,0.6868926120749453,0.8270481852633215,0.6416829331596604,0.9625980114936933
86,0.6880072451158105,0.828819752354047,0.6426581351491827,0.9533841719463734
87,0.6879724128322129,0.829068517620783,0.647812774380491,0.9538415227068225
88,0.6884948970711241,0.8223202724126926,0.6458623700277757,0.9576764562374562
89,0.6866836183795885,0.8263969367655547,0.6409863603811771,0.9588787311308686
90,0.6887387230490404,0.8255501767386422,0.6400111579141865,0.9620200305513874
91,0.6868926120749453,0.8269787557097935,0.6388966416201575,0.9603548062940362
92,0.6896443623971439,0.825273717914265,0.6457230556609903,0.9567699430060959
93,0.6881814065296459,0.8255128323244963,0.6429367640384495,0.9588654264872575
94,0.6863352955539936,0.823277023884025,0.6434940223567298,0.9659958460738514
95,0.693023093804375,0.8196808886530507,0.6393145852187411,0.9673533612858597
96,0.6899578529401792,0.8227335137817494,0.6404291016684664,0.9642660790290419
97,0.6920129576132644,0.8191729289282286,0.6427974495263477,0.9562850016262409
98,0.693963565434519,0.8133875171064587,0.643494022429388,0.9548825197947863
99,0.6886342262029191,0.8177938531561163,0.642658135014246,0.9562344143813796
100,0.6963669929311228,0.812677241050818,0.6432153933117668,0.9556442965670598
101,0.6942422236939567,0.8151598264150491,0.6446085390763284,0.9549591757707956
102,0.6937894040217216,0.8146790029229513,0.6427974496197654,0.9552317849381425
103,0.6938590685847643,0.8168539789094709,0.6437726516404269,0.955123255989447
104,0.6929882615228536,0.8135234586845982,0.6441905952805296,0.9544837688305798
105,0.6952523598912957,0.812684884489573,0.642240191343004,0.9554059190543793
106,0.6941377268462783,0.8140433726795224,0.6439119661317692,0.9559973760705994
107,0.6917342993507125,0.8147284417546212,0.6436333370764264,0.9565238477841256
108,0.6948343724985059,0.8150235924795423,0.6430760787270069,0.9572933877432419
109,0.6923264481531854,0.8122691243514276,0.6422401913326243,0.9558940629728344
